LOT,WAFER,WAFER_ID,DEFECT@WAFER@CLASS_NCDD@BEEP,DEFECT@WAFER@CLASS_NCDD@BLOCKED_HM_ETCH,DEFECT@WAFER@CLASS_NCDD@BLOCKED_TRENCH,DEFECT@WAFER@CLASS_NCDD@BLURRY_IMAGE,DEFECT@WAFER@CLASS_NCDD@BROKEN_PATTERN,DEFECT@WAFER@CLASS_NCDD@DENT,DEFECT@WAFER@CLASS_NCDD@DOME,DEFECT@WAFER@CLASS_NCDD@FALLEN_LINES,DEFECT@WAFER@CLASS_NCDD@ILD_HOLE_TEAROUT,DEFECT@WAFER@CLASS_NCDD@LARGE_PARTICLE,DEFECT@WAFER@CLASS_NCDD@MINI,DEFECT@WAFER@CLASS_NCDD@NVD_FALSE,DEFECT@WAFER@CLASS_NCDD@OTHER_UNKNOWN,DEFECT@WAFER@CLASS_NCDD@PATTERN,DEFECT@WAFER@CLASS_NCDD@RESIDUE,DEFECT@WAFER@CLASS_NCDD@ROUNDMOUND_BEEP,DEFECT@WAFER@CLASS_NCDD@SCRATCH,DEFECT@WAFER@CLASS_NCDD@SIZE_SMALL,DEFECT@WAFER@CLASS_NCDD@SMALL_PARTICLE,DEFECT@WAFER@CLASS_NCDD@UNCLASSIFIED,ACTUAL_LOT@DEFECT,DEVICE@DEFECT,INSPECTION_TIME@DEFECT,INSPECTION_TOOL@DEFECT,LAYER,LAYER@DEFECT,LOAD_DATE@DEFECT,RECIPE@DEFECT,SITE@DEFECT,WAFER_ID_ORDER@DEFECT,WAFER_KEY@DEFECT
D604226,35,ICDKA035MMC5,0.003692,0,0,0,0,0,0.003692,0,0.003692,0,0,0.118135,0,0,0,0.011075,0,0,0,,D6042260,PXMG,04/29/2026 9:24:29 PM,BPD436,8M5CL,8M5CL,07/06/2026 2:17:52 AM,8M5CL,D1D,1,7974720
D604226,39,ICDKA039MME7,0,0,0,0,0,0,0,0.003692,0.003692,0,0,0.103368,0,0,0,0,0,0.003692,0,,D6042260,PXMG,04/29/2026 9:24:29 PM,BPD436,8M5CL,8M5CL,07/04/2026 12:19:50 PM,8M5CL,D1D,2,7974784
D606454,434,GT7PS434JKB3,0.003659,0,0,0,0,0,0.018296,0.012624,0.003659,0,0,0.30939,0,0,0,0.010978,0,0.003659,0,0,D6064540,PXMG,04/28/2026 4:58:43 PM,BPD448,8M5CL,8M5CL,04/29/2026 7:13:57 AM,8M5CL,D1D,1,8050081
D606454,435,GT7PS435JKF5,0,0,0,0,0,0,0,0,0.014951,0,0,0.184402,0,0,0,0.003692,0,0.007383,0,0,D6064540,PXMG,04/28/2026 4:58:43 PM,BPD448,8M5CL,8M5CL,04/29/2026 7:12:05 AM,8M5CL,D1D,2,8050133
D605316,504,GT9LN504JKG3,0.003659,0,0,0,0,0,0.003659,0,0.014637,0,0,0.231996,0,0,0,0.015369,0,0.007319,0.016101,0,D6053160,PXMG,04/29/2026 9:36:13 AM,BPD450,8M5CL,8M5CL,07/07/2026 4:09:33 AM,8M5CL,D1D,1,8004945
D605316,505,GT9LN505JKD2,0,0,0,0,0,0,0.015587,0,0.027073,0,0,0.1489,0,0.003692,0,0.018869,0,0.007383,0,0,D6053160,PXMG,04/29/2026 9:36:13 AM,BPD450,8M5CL,8M5CL,07/07/2026 5:05:29 AM,8M5CL,D1D,2,8005015
D604235,40,HCHFA040MMF7,0,0,0,0,0,0,0.062207,0,0.025615,0,0,0.200039,0,0,0,0,0,0.012198,0.007319,0,D6042350,PXMG,04/29/2026 2:58:48 AM,BPD446,8M5CL,8M5CL,04/29/2026 7:14:07 AM,8M5CL,D1D,1,7977097
D604235,41,HCHFA041MMC6,0,0,0,0,0,0,0.003692,0.003692,0,0,0,0.132902,0,0,0,0,0,0,0.003692,,D6042350,PXMG,04/29/2026 2:58:48 AM,BPD446,8M5CL,8M5CL,04/29/2026 7:13:56 AM,8M5CL,D1D,2,7977316
D604232,27,A29ZA027SLD4,0.003692,0,0,0,0,0,0.011075,0,0,0,0,0.197138,0,0,0,0.008122,0,0.064236,0,0,D6042320,PXMG,05/06/2026 1:08:33 AM,BPD442,8M5CL,8M5CL,07/07/2026 5:46:27 AM,8M5CL,D1D,1,7975390
D604232,28,A29ZA028SLA3,0,0,0,0,0,0,0.003659,0.006221,0,0,0,0.170521,0,0,0,0.007319,0,0.013539,0.003659,0,D6042320,PXMG,05/06/2026 1:08:33 AM,BPD442,8M5CL,8M5CL,07/07/2026 2:26:51 AM,8M5CL,D1D,2,7975257
D606460,11,KJA9W011WFD3,0,0,0,0,0,0,0.011075,0.011075,0.011075,0,0,0.12921,0,0,0,0,0.003692,0.025842,0,,D6064600,PXMG,05/05/2026 4:33:44 AM,BPD450,8M5CL,8M5CL,07/07/2026 9:31:54 AM,8M5CL,D1D,1,8050112
D606460,38,KJA9W038WFF2,0,0,0,0,0,0,0,0.007319,0,0,0,0.164666,0,0,0,0,0,0.021956,0,,D6064600,PXMG,05/05/2026 4:33:44 AM,BPD450,8M5CL,8M5CL,07/07/2026 7:46:01 AM,8M5CL,D1D,2,8050230
D606451,29,A27VC029SLE3,0,0,0,0,0,0,0,0.007383,0.014767,0,0,0.158744,0,0,0,0.007383,0,0.003692,0.003692,,D6064510,PXMG,05/05/2026 1:16:02 AM,BPD454,8M5CL,8M5CL,07/06/2026 11:24:55 AM,8M5CL,D1D,1,8044710
D606451,31,A27VC031SLE3,0,0,0,0,0,0,0.036917,0,0.02215,0,0,0.319334,0,0,0,0.020304,0,0.007383,0,0,D6064510,PXMG,05/05/2026 1:16:02 AM,BPD454,8M5CL,8M5CL,07/07/2026 1:25:45 AM,8M5CL,D1D,2,8044494
D606451,32,A27VC032SLB2,0,0,0,0,0,0,0,0.007319,0.003659,0,0,0.120755,0,0,0,0.007319,0,0.003659,0,,D6064510,PXMG,05/05/2026 1:16:02 AM,BPD454,8M5CL,8M5CL,07/07/2026 1:07:36 AM,8M5CL,D1D,3,8044454
D606451,37,A27VC037SLA3,0,0,0,0,0,0,0.003692,0.003692,0.003692,0,0,0.132902,0,0,0,0.003692,0,0.014767,0,,D6064510,PXMG,05/05/2026 1:16:02 AM,BPD454,8M5CL,8M5CL,07/06/2026 10:07:15 AM,8M5CL,D1D,4,8044532
D605324,15,A28JU015SLH1,0,0,0,0,0,0,0,0.007383,0.007383,0,0,0.262113,0,0,0,0.003692,0,0.011075,0,0,D6053240,PXMG,05/05/2026 4:15:53 AM,BPD450,8M5CL,8M5CL,05/06/2026 8:44:15 AM,8M5CL,D1D,1,8010198
D605324,19,A28JU019SLC0,0,0,0,0,0,0,0,0.011075,0,0,0,0.265804,0,0,0,0,0,0.003692,0,0,D6053240,PXMG,05/05/2026 4:15:53 AM,BPD450,8M5CL,8M5CL,05/06/2026 8:48:43 AM,8M5CL,D1D,2,8010199
D604228,6,IEFPA006MMF2,0,0,0,0,0,0,0.037507,0.007319,0,0,0,0.26987,0,0,0,0.007319,0.003659,0.003659,0,0,D6042280,PXMG,05/06/2026 5:00:19 AM,BPD450,8M5CL,8M5CL,07/06/2026 10:59:40 AM,8M5CL,D1D,1,7975333
D604228,9,IEFPA009MMD2,0,0,0,0,0,0,0.003909,0,0,0,0,0.279485,0,0,0,0.007818,0,0.007818,0,0,D6042280,PXMG,05/06/2026 5:00:19 AM,BPD450,8M5CL,8M5CL,07/06/2026 7:10:00 AM,8M5CL,D1D,2,7975214
D605312,712,GT9LM712JKA2,0,0,0,0,0,0,0.007319,0,0,0,0,0.351288,0,0,0,0,0,0.003659,0,0,D6053120,PXMG,05/04/2026 11:53:19 AM,BPD444,8M5CL,8M5CL,07/06/2026 6:45:02 PM,8M5CL,D1D,1,8004998
D605312,713,GT9LM713JKE4,0.003692,0,0,0,0,0,0.007383,0.007383,0.003692,0,0,0.247346,0,0,0,0.003692,0,0.018459,0,0,D6053120,PXMG,05/04/2026 11:53:19 AM,BPD444,8M5CL,8M5CL,07/06/2026 7:10:16 PM,8M5CL,D1D,2,8005064
D606458,526,KJAUF526WFG4,0,0,0,0,0,0,0,0.003659,0,0,0,0.256148,0,0,0,0.003659,0,0.018296,0,0,D6064580,PXMG,05/03/2026 12:36:53 AM,BPD448,8M5CL,8M5CL,05/06/2026 11:23:56 AM,8M5CL,D1D,1,8050102
D606458,533,KJAUF533WFF5,0,0,0,0,0,0,0.003692,0.008122,0,0,0,0.246607,0,0,0,0,0,0.003692,0,0,D6064580,PXMG,05/03/2026 12:36:53 AM,BPD448,8M5CL,8M5CL,05/06/2026 11:23:09 AM,8M5CL,D1D,2,8050093
D606459,270,KJA9T270WFB1,0,0,0,0,0,0,0.003659,0,0.007319,0,0,0.14637,0.003659,0,0,0.010978,0,0.014637,0,,D6064590,PXMG,05/03/2026 12:58:30 AM,BPD442,8M5CL,8M5CL,07/05/2026 12:31:30 PM,8M5CL,D1D,1,8050141
D606459,279,KJA9T279WFC4,0,0,0,0,0,0,0,0,0.003692,0,0,0.110752,0,0,0,0,0,0.007383,0,,D6064590,PXMG,05/03/2026 12:58:30 AM,BPD442,8M5CL,8M5CL,07/06/2026 3:40:45 PM,8M5CL,D1D,2,8050099
D604E6B,34,A28E5034SLH0,0,0,0,0,0,0,0.005273,0.005273,0,0,0,0.342735,0,0,0,0.026364,0,0,0,,D604E6B0,X78E,05/03/2026 3:42:46 AM,BPD432,8M5CL,8M5CL,06/07/2026 9:06:47 AM,8M5CL,D1D,1,7995609
D604E6B,38,A28E5038SLB7,0,0,0,0,0,0,0.005273,0.005273,0,0,0,0.305825,0,0,0,0,0,0.005273,0,,D604E6B0,X78E,05/03/2026 3:42:46 AM,BPD432,8M5CL,8M5CL,06/07/2026 10:34:23 AM,8M5CL,D1D,2,7995494
D607533,407,5DXCR407MVF4,0.011075,0,0,0,0,0,0.007383,0,0.014767,0,0.003692,0.10706,0,0,0,0.025842,0,0.040609,0.007383,,D6075330,PXMG,05/09/2026 10:02:54 AM,BPD454,8M5CL,8M5CL,05/10/2026 7:39:33 AM,8M5CL,D1D,1,8083120
D607533,411,5DXCR411MVG5,0,0,0,0,0,0,0.029534,0.007383,0.014767,0,0.003692,0.092293,0,0.003692,0,0,0,0.011075,0.003692,,D6075330,PXMG,05/09/2026 10:02:54 AM,BPD454,8M5CL,8M5CL,05/10/2026 7:39:38 AM,8M5CL,D1D,2,8083017
D604238,29,A29WC029SLD6,0,0,0,0,0,0,0.003692,0.007383,0.003692,0,0,0.223165,0,0,0,0.009414,0,0,0,0,D6042380AP,PXMG,05/07/2026 12:36:40 PM,BPD450,8M5CL,8M5CL,05/08/2026 7:55:52 AM,8M5CL,D1D,1,8571163
D604238,115,A29JN115SLF4,0,0,0,0,0,0,0.007383,0,0.007383,0,0,0.103368,0,0,0,0,0,0,0,,D6042380AP,PXMG,05/07/2026 12:36:40 PM,BPD450,8M5CL,8M5CL,05/08/2026 7:56:11 AM,8M5CL,D1D,2,8571152
D604238,157,A29WC157SLA4,0.003692,0,0,0,0,0,0.003692,0.007383,0,0,0,0.099677,0,0,0,0.011075,0,0.003692,0.014767,,D6042380AP,PXMG,05/07/2026 12:36:40 PM,BPD450,8M5CL,8M5CL,05/08/2026 7:55:46 AM,8M5CL,D1D,3,8572571
D604238,164,A29WC164SLH0,0,0,0,0,0,0,0,0,0.003659,0,0,0.212237,0,0,0,0.007319,0,0,0,0,D6042380AP,PXMG,05/07/2026 12:36:40 PM,BPD450,8M5CL,8M5CL,05/08/2026 7:55:58 AM,8M5CL,D1D,4,8572639
D606457,348,KJA6M348WFB6,0,0,0,0,0,0,0.018296,0.003659,0,0,0,0.186622,0,0,0,0.003659,0,0.003659,0,0,D6064570,PXMG,05/08/2026 1:48:18 PM,BPD432,8M5CL,8M5CL,05/10/2026 7:39:45 AM,8M5CL,D1D,1,8049984
D606457,352,KJA6M352WFC7,0,0,0,0,0,0,0.003659,0,0,0,0,0.113437,0,0,0,0.003659,0,0.010978,0,,D6064570,PXMG,05/08/2026 1:48:18 PM,BPD432,8M5CL,8M5CL,05/10/2026 7:39:43 AM,8M5CL,D1D,2,8050016
D604238,27,A29WC027SLC5,0.003692,0,0,0,0,0,0.003692,0,0.003692,0,0,0.092293,0,0,0,0.007383,0,0.114444,0,,D6042380,PXMG,05/08/2026 2:39:06 AM,BPD454,8M5CL,8M5CL,05/08/2026 7:56:41 AM,8M5CL,D1D,1,7977580
D604238,31,A29WC031SLD6,0,0,0,0,0,0,0,0.003692,0.003692,0,0,0.12921,0,0,0,0,0,0.003692,0,,D6042380,PXMG,05/08/2026 2:39:06 AM,BPD454,8M5CL,8M5CL,05/08/2026 7:55:58 AM,8M5CL,D1D,2,7977507
D605E99,101,A28MA101SLB0,0,0,0,0,0,0,0,0,0.005289,0,0,0.476024,0,0,0,0.005289,0,0,0,,D605E990,X78E,05/07/2026 6:05:10 AM,BPD442,8M5CL,8M5CL,06/06/2026 7:12:58 AM,8M5CL,D1D,1,8040042
D605E99,105,A28MA105SLD2,0,0,0,0,0,0,0.010578,0.005289,0,0.005289,0,0.497181,0,0,0,0.010578,0,0.005289,0,,D605E990,X78E,05/07/2026 6:05:10 AM,BPD442,8M5CL,8M5CL,06/06/2026 8:52:37 AM,8M5CL,D1D,2,8040196
D607539,467,5DXCL467MVA6,0,0,0,0,0,0,0.011075,0.003692,0,0,0,0.118135,0,0,0,0,0,0.003692,0,,D6075390,PXMG,05/11/2026 2:11:19 PM,BPD458,8M5CL,8M5CL,07/07/2026 5:31:28 AM,8M5CL,D1D,1,8083793
D607539,470,5DXCL470MVF0,0,0,0,0,0,0,0.007319,0.015215,0,0,0,0.160429,0,0,0,0,0,0.007319,0,0,D6075390,PXMG,05/11/2026 2:11:19 PM,BPD458,8M5CL,8M5CL,07/06/2026 10:14:24 PM,8M5CL,D1D,2,8083797
D606448,214,MCLPM214WAC3,0.003659,0,0,0,0,0,0.003659,0.010978,0,0,0,0.142711,0,0,0,0.007319,0,0,0,,D6064480,PXMG,05/10/2026 4:43:23 AM,BPD436,8M5CL,8M5CL,07/06/2026 1:13:07 PM,8M5CL,D1D,1,8044608
D606448,334,MCLPH334WAB2,0,0,0,0,0,0,0.010978,0,0.010978,0,0,0.128074,0,0,0,0.003659,0.003659,0.018296,0,,D6064480,PXMG,05/10/2026 4:43:23 AM,BPD436,8M5CL,8M5CL,07/07/2026 3:29:44 AM,8M5CL,D1D,2,8044508
D607534,634,5DXBX634MVD6,0.003659,0,0,0,0,0,0,0.003659,0,0,0,0.106118,0,0,0,0,0,0.003659,0,,D6075340,PXMG,05/13/2026 1:47:27 PM,BPD458,8M5CL,8M5CL,05/14/2026 7:56:06 AM,8M5CL,D1D,1,8082939
D607534,643,5DXBX643MVE0,0,0,0,0,0,0,0.003692,0.003692,0,0,0,0.110752,0,0,0,0,0.007383,0.003692,0,,D6075340,PXMG,05/13/2026 1:47:27 PM,BPD458,8M5CL,8M5CL,05/14/2026 7:55:59 AM,8M5CL,D1D,2,8083226
D607536,550,5DXEC550MVF1,0,0,0,0,0,0,0.021956,0.014271,0,0,0,0.199978,0,0,0,0.008965,0,0,0,0,D6075360,PXMG,05/12/2026 12:24:26 PM,BPD450,8M5CL,8M5CL,05/13/2026 8:05:24 AM,8M5CL,D1D,1,8083058
D607536,557,5DXEC557MVF3,0,0,0,0,0,0,0,0.011075,0,0,0,0.114444,0,0,0,0,0,0,0,,D6075360,PXMG,05/12/2026 12:24:26 PM,BPD450,8M5CL,8M5CL,05/13/2026 8:05:12 AM,8M5CL,D1D,2,8083113
D607532,705,5DXCT705MVC4,0,0,0,0,0,0,0.003692,0.003692,0,0,0,0.140286,0,0,0,0.003692,0.003692,0.018459,0.003692,,D6075320,PXMG,05/14/2026 6:26:09 AM,BPD432,8M5CL,8M5CL,07/07/2026 4:41:32 AM,8M5CL,D1D,1,8083107
D607532,710,5DXCT710MVA4,0,0,0,0,0,0,0.003659,0,0,0,0,0.201066,0,0,0,0.01483,0,0.014637,0,0,D6075320,PXMG,05/14/2026 6:26:09 AM,BPD432,8M5CL,8M5CL,07/06/2026 8:45:20 AM,8M5CL,D1D,2,8083028
D606464,211,GT9FQ211JKG0,0,0,0,0,0,0,0.003692,0,0.003692,0,0,0.162436,0,0.007383,0,0.018459,0,0,0,,D6064640,PXMG,05/18/2026 3:17:50 AM,BPD448,8M5CL,8M5CL,05/18/2026 6:36:01 AM,8M5CL,D1D,1,8052089
D606464,230,GT9FQ230JKD3,0,0,0,0,0,0,0,0,0,0,0,0.1976,0,0,0,0.007319,0.003659,0,0,0,D6064640,PXMG,05/18/2026 3:17:50 AM,BPD448,8M5CL,8M5CL,05/18/2026 6:36:03 AM,8M5CL,D1D,2,8051948
D606463,14,KJAUC014WFE1,0,0,0,0,0,0,0.014637,0,0,0,0,0.128074,0,0,0,0,0,0.010978,0,,D6064630,PXMG,05/23/2026 9:28:22 PM,BPD458,8M5CL,8M5CL,05/25/2026 9:50:31 AM,8M5CL,D1D,1,8051954
D606463,20,KJAUC020WFG3,0.003659,0,0,0.003659,0,0,0.014637,0,0,0,0,0.300059,0,0,0,0,0,0.021956,0,0,D6064630,PXMG,05/23/2026 9:28:22 PM,BPD458,8M5CL,8M5CL,05/25/2026 9:51:50 AM,8M5CL,D1D,2,8051970
D605338,13,KJ9PL013WFC6,0.003692,0,0,0,0,0,0,0,0,0,0,0.169819,0,0,0,0.003692,0.014767,0.011075,0,,D6053380,PXMG,05/22/2026 9:43:45 AM,BPD454,8M5CL,8M5CL,05/25/2026 9:50:17 AM,8M5CL,D1D,1,8013066
D605338,32,KJ9PL032WFA1,0.003659,0,0,0,0,0,0.003659,0.011941,0,0,0.003659,0.246903,0,0.003659,0,0,0.007319,0.019259,0,0,D6053380,PXMG,05/22/2026 9:43:45 AM,BPD454,8M5CL,8M5CL,05/25/2026 9:52:45 AM,8M5CL,D1D,2,8013032
D605338,310,KJ9PL310WFC1,0,0,0,0,0,0,0.003659,0.003659,0,0,0,0.157348,0,0,0,0.003659,0.007319,0.007319,0.003659,,D6053380,PXMG,05/22/2026 9:43:45 AM,BPD454,8M5CL,8M5CL,05/25/2026 9:50:40 AM,8M5CL,D1D,3,8013011
D604239,50,A29UH050SLE3,0,0,0,0,0,0,0.007319,0.007319,0.003659,0,0,0.139052,0,0,0,0.003659,0,0.007319,0.007319,,D6042390,PXMG,05/26/2026 1:01:56 AM,BPD436,8M5CL,8M5CL,05/26/2026 8:21:09 AM,8M5CL,D1D,1,7977451
D604239,90,A28WK090SLF4,0.003659,0,0,0,0,0,0.003659,0.007319,0,0,0,0.124415,0,0,0,0.003659,0.007319,0.003659,0.003659,,D6042390,PXMG,05/26/2026 1:01:56 AM,BPD436,8M5CL,8M5CL,05/26/2026 8:20:59 AM,8M5CL,D1D,2,7977322
D606465,505,KJAUF505WFA5,0,0,0,0,0,0,0.003692,0,0.003692,0,0,0.132902,0,0.003692,0,0.003692,0,0.011075,0,,D6064650,PXMG,05/25/2026 7:36:45 PM,BPD454,8M5CL,8M5CL,05/26/2026 8:20:57 AM,8M5CL,D1D,1,8052111
D606465,507,KJAUF507WFB6,0.407382,0,0,0,0,0,0.045962,0,0.045962,0,0.022981,0.42341,0,0,0,0.372557,0,0.022981,0.08008,0,D6064650,PXMG,05/25/2026 7:36:45 PM,BPD454,8M5CL,8M5CL,05/26/2026 8:21:04 AM,8M5CL,D1D,2,8052019
D607518,664,MCLPL664WAG2,0,0,0,0,0,0,0.021501,0,0.003584,0,0,0.193512,0,0,0,0.028668,0,0.003584,0,,D6075180,PNCB,06/04/2026 10:19:17 PM,BPD436,8M5CL,8M5CL,06/05/2026 8:57:36 AM,8M5CL,D1D,1,8097524
D607518,672,MCLPL672WAC2,0,0,0,0,0,0,0.003584,0,0,0,0,0.193512,0,0,0,0,0,0,0,,D6075180,PNCB,06/04/2026 10:19:17 PM,BPD436,8M5CL,8M5CL,06/05/2026 8:57:38 AM,8M5CL,D1D,2,8097430
D542936,383,KJ4AD383WFD6,0,0,0,0,0,0,0,0,0,0,0,0.227226,0,0,0,0,0,0.02012,0,0,D542936A,PXMG,01/13/2026 2:10:17 AM,BPD444,8M5CL,8M5CL,03/21/2026 9:51:51 PM,8M5CL,D1D,1,7614921
D542936,384,KJ4AD384WFA5,0,0,0,0,0,0,0.003659,0,0,0,0,0.171985,0,0,0,0,0,0.010978,0,0,D542936A,PXMG,01/13/2026 2:10:17 AM,BPD444,8M5CL,8M5CL,03/21/2026 10:01:24 PM,8M5CL,D1D,2,7614886
D542936,387,KJ4AD387WFG0,0.005353,0,0,0,0,0,0,0,0.005353,0,0,0.215228,0,0,0,0.02012,0,0.023812,0.010706,0,D542936A,PXMG,01/13/2026 2:10:17 AM,BPD444,8M5CL,8M5CL,03/21/2026 11:53:09 PM,8M5CL,D1D,3,7614904
D542936,389,KJ4AD389WFH1,0,0,0,0,0,0,0.007383,0.003692,0.003692,0,0,0.199353,0,0,0,0.005538,0,0.009229,0,0,D542936A,PXMG,01/13/2026 2:10:17 AM,BPD444,8M5CL,8M5CL,03/22/2026 12:06:09 AM,8M5CL,D1D,4,7614915
D544121,290,GT4QE290JDC2,0,0,0,0,0,0,0.008667,0,0,0,0,0.176607,0,0,0,0,0.005007,0.003659,0,0,D5441210,PXMG,01/22/2026 7:45:31 AM,BPD436,8M5CL,8M5CL,02/28/2026 8:26:48 AM,8M5CL,D1D,1,7557884
D544121,292,GT4QE292JDD3,0.003659,0,0,0,0,0,0,0,0.003659,0,0,0.120755,0,0,0,0,0,0.003659,0.003659,,D5441210,PXMG,01/22/2026 7:45:31 AM,BPD436,8M5CL,8M5CL,02/28/2026 8:54:22 PM,8M5CL,D1D,2,7557846
D542486,37,A20V6037SLE4,0.003692,0,0,0,0,0,0,0.003692,0,0,0.004126,0.176769,0.003692,0,0,0.007383,0,0.003692,0,0,D5424860,PXMG,01/30/2026 2:55:19 AM,BPD446,8M5CL,8M5CL,03/29/2026 11:01:33 AM,8M5CL,D1D,1,7495968
D542486,41,A20HR041SLD5,0,0,0,0,0,0,0,0.003692,0.003692,0,0,0.125519,0,0,0,0.003692,0,0.029534,0.003692,,D5424860,PXMG,01/30/2026 2:55:19 AM,BPD446,8M5CL,8M5CL,04/01/2026 1:39:25 AM,8M5CL,D1D,2,7495920
D542458,526,GT1MH526JKC2,0,0,0,0,0,0,0.003659,0,0,0,0,0.215896,0,0,0,0.003659,0,0,0,0,D5424580,PXMG,01/30/2026 10:43:06 PM,BPD450,8M5CL,8M5CL,04/21/2026 11:28:42 AM,8M5CL,D1D,1,7489982
D542458,527,GT1MH527JKG4,0.003692,0,0,0,0,0,0,0,0,0,0,0.095985,0,0,0,0.007383,0,0.003692,0,,D5424580,PXMG,01/30/2026 10:43:06 PM,BPD450,8M5CL,8M5CL,04/20/2026 1:05:49 PM,8M5CL,D1D,2,7490021
D542461,12,KJ3LK012WFE3,0,0,0,0,0,0,0.003659,0.003659,0,0,0,0.109778,0,0,0,0.007319,0,0.010978,0.007319,,D5424610,PXMG,01/29/2026 7:54:44 PM,BPD444,8M5CL,8M5CL,05/03/2026 11:55:32 PM,8M5CL,D1D,1,7490166
D542461,13,KJ3LK013WFB2,0,0,0,0,0,0,0.003692,0.003692,0,0,0,0.181633,0,0,0,0,0,0.047254,0,0,D5424610,PXMG,01/29/2026 7:54:44 PM,BPD444,8M5CL,8M5CL,05/02/2026 3:27:13 PM,8M5CL,D1D,2,7490095
D543558,609,GS4VS609JKE6,0,0,0,0,0,0,0,0.033226,0,0,0,0.242916,0,0.011075,0,0.008122,0,0,0,0,D5435580AB,PXMG,01/27/2026 9:33:30 PM,BPD450,8M5CL,8M5CL,03/29/2026 7:37:46 PM,8M5CL,D1D,1,8016620
D543558,615,GS4VS615JKH0,0,0,0,0,0,0,0.003692,0,0,0,0,0.140286,0,0,0,0,0,0.011075,0,,D5435580AB,PXMG,01/27/2026 9:33:30 PM,BPD450,8M5CL,8M5CL,06/07/2026 10:48:14 PM,8M5CL,D1D,2,8016726
D543558,622,GS4VS622JKG1,0,0,0,0,0,0,0,0.033149,0,0,0,0.16316,0,0.004305,0,0,0,0.004305,0,0,D5435580AB,PXMG,01/27/2026 9:33:30 PM,BPD450,8M5CL,8M5CL,03/29/2026 10:53:27 PM,8M5CL,D1D,3,8016749
D543558,623,GS4VS623JKD0,0,0,0,0,0,0,0,0.003692,0.007383,0,0,0.121827,0,0,0,0.007383,0,0.014767,0,,D5435580AB,PXMG,01/27/2026 9:33:30 PM,BPD450,8M5CL,8M5CL,03/29/2026 11:22:03 AM,8M5CL,D1D,4,8016725
D543558,607,GS4VS607JKD5,0.007383,0,0,0,0,0,0,0.003692,0.007383,0,0,0.095985,0,0,0,0.011075,0,0.003692,0,,D5435580,PXMG,01/27/2026 4:01:01 PM,BPD454,8M5CL,8M5CL,03/29/2026 7:22:30 AM,8M5CL,D1D,1,7526890
D543558,618,GS4VS618JKF0,0,0,0,0,0,0,0,0.003659,0,0,0,0.135392,0,0,0,0.007319,0,0,0,,D5435580,PXMG,01/27/2026 4:01:01 PM,BPD454,8M5CL,8M5CL,03/29/2026 9:49:09 AM,8M5CL,D1D,2,7526839
D543556,627,GS4VS627JKF2,0.007383,0,0,0,0,0,0.003692,0,0.003692,0.003692,0,0.18071,0,0,0,0.01126,0,0,0,0,D5435560,PXMG,02/07/2026 12:04:40 AM,BPD448,8M5CL,8M5CL,04/04/2026 2:25:31 AM,8M5CL,D1D,1,7526910
D543556,631,GS4VS631JKG3,0,0,0,0,0,0,0,0.007383,0.003692,0,0,0.103368,0,0,0,0,0,0,0,,D5435560,PXMG,02/07/2026 12:04:40 AM,BPD448,8M5CL,8M5CL,04/03/2026 9:15:37 PM,8M5CL,D1D,2,7526849
D544618,201,A22K0201SLG0,0,0,0,0,0,0,0,0,0.003692,0,0,0.158744,0,0,0,0.003692,0.007383,0.033226,0,,D5446180,PXMG,02/03/2026 7:23:20 PM,BPD446,8M5CL,8M5CL,04/24/2026 7:05:11 AM,8M5CL,D1D,1,7552883
D544618,202,A22K0202SLC7,0,0,0,0,0,0,0.007319,0,0.003659,0,0,0.135392,0,0,0,0,0,0,0,,D5446180,PXMG,02/03/2026 7:23:20 PM,BPD446,8M5CL,8M5CL,04/24/2026 7:32:20 AM,8M5CL,D1D,2,7552806
D542484,2,A20V6002SLG5,0,0,0,0,0,0,0.010978,0.003659,0.003659,0,0,0.124415,0,0,0,0.003659,0.003659,0.036593,0,,D5424840,PXMG,02/04/2026 7:29:06 PM,BPD448,8M5CL,8M5CL,03/30/2026 12:02:31 PM,8M5CL,D1D,1,7495743
D542484,3,A20V6003SLD4,0.003692,0,0,0,0,0,0,0.003692,0.003692,0,0,0.187751,0,0,0.003692,0,0.007911,0.007383,0,0,D5424840,PXMG,02/04/2026 7:29:06 PM,BPD448,8M5CL,8M5CL,03/30/2026 3:59:39 PM,8M5CL,D1D,2,7495686
D543534,7,KJ41L007WFB3,0,0,0,0,0,0,0.099224,0,0.06209,0,0,0.132079,0,0,0,0.031325,0,0.003846,0,0,D5435340,PXMG,02/03/2026 12:08:40 PM,BPD442,8M5CL,8M5CL,04/10/2026 12:43:06 PM,8M5CL,D1D,1,7524315
D543534,9,KJ41L009WFC4,0,0,0,0,0,0,0.003692,0.003692,0,0,0,0.092293,0,0,0,0,0,0.018459,0,,D5435340,PXMG,02/03/2026 12:08:40 PM,BPD442,8M5CL,8M5CL,04/10/2026 2:50:28 PM,8M5CL,D1D,2,7524298
D542480,155,KJ2TF155WFC7,0,0,0,0,0,0,0.011075,0.003692,0,0,0,0.132902,0,0,0,0,0,0.007383,0,,D5424800,PXMG,02/12/2026 11:50:50 PM,BPD432,8M5CL,8M5CL,06/30/2026 1:35:09 PM,8M5CL,D1D,1,7494930
