LOT,WAFER,WAFER_ID,DEFECT@WAFER@CLASS_NCDD@BEEP,DEFECT@WAFER@CLASS_NCDD@BLOCKED_TRENCH,DEFECT@WAFER@CLASS_NCDD@BLURRY_IMAGE,DEFECT@WAFER@CLASS_NCDD@DOME,DEFECT@WAFER@CLASS_NCDD@FALLEN_LINES,DEFECT@WAFER@CLASS_NCDD@ILD_HOLE_TEAROUT,DEFECT@WAFER@CLASS_NCDD@LARGE_PARTICLE,DEFECT@WAFER@CLASS_NCDD@MINI,DEFECT@WAFER@CLASS_NCDD@NVD_FALSE,DEFECT@WAFER@CLASS_NCDD@OTHER_UNKNOWN,DEFECT@WAFER@CLASS_NCDD@PATTERN,DEFECT@WAFER@CLASS_NCDD@RESIDUE,DEFECT@WAFER@CLASS_NCDD@ROUNDMOUND_BEEP,DEFECT@WAFER@CLASS_NCDD@SCRATCH,DEFECT@WAFER@CLASS_NCDD@SIZE_SMALL,DEFECT@WAFER@CLASS_NCDD@SMALL_PARTICLE,DEFECT@WAFER@CLASS_NCDD@UNCLASSIFIED,ACTUAL_LOT@DEFECT,DEVICE@DEFECT,INSPECTION_TIME@DEFECT,INSPECTION_TOOL@DEFECT,LAYER,LAYER@DEFECT,LOAD_DATE@DEFECT,RECIPE@DEFECT,SITE@DEFECT,WAFER_ID_ORDER@DEFECT,WAFER_KEY@DEFECT,DEFECT@WAFER@CLASS_EDI@BEEP,DEFECT@WAFER@CLASS_EDI@BLOCKED_TRENCH,DEFECT@WAFER@CLASS_EDI@BLURRY_IMAGE,DEFECT@WAFER@CLASS_EDI@DOME,DEFECT@WAFER@CLASS_EDI@FALLEN_LINES,DEFECT@WAFER@CLASS_EDI@ILD_HOLE_TEAROUT,DEFECT@WAFER@CLASS_EDI@LARGE_PARTICLE,DEFECT@WAFER@CLASS_EDI@MINI,DEFECT@WAFER@CLASS_EDI@NVD_FALSE,DEFECT@WAFER@CLASS_EDI@OTHER_UNKNOWN,DEFECT@WAFER@CLASS_EDI@PATTERN,DEFECT@WAFER@CLASS_EDI@RESIDUE,DEFECT@WAFER@CLASS_EDI@ROUNDMOUND_BEEP,DEFECT@WAFER@CLASS_EDI@SCRATCH,DEFECT@WAFER@CLASS_EDI@SIZE_SMALL,DEFECT@WAFER@CLASS_EDI@SMALL_PARTICLE,DEFECT@WAFER@CLASS_EDI@WAFER_TOTAL
D603162,11,GS4VR011JKC2,,,,,,,,,,,,,,,,,,D6031620,PXMG,04/27/2026 11:44:46 AM,BPD432,8M6CL,8M6CL,06/21/2026 8:01:10 AM,8M6CL,D1D,1,7942074,0,0,0,0.3802,0,0,0,0,0,0,0,0,0,3.007779,2.574803,0.404541,6.367323
D603162,29,GS4VR029JKD7,,,,,,,,,,,,,,,,,,D6031620,PXMG,04/27/2026 11:44:46 AM,BPD432,8M6CL,8M6CL,06/21/2026 10:02:20 PM,8M6CL,D1D,2,7942166,1.24882,0,0,0.254185,0,0,0,0,0,0,0,0,2.692633,0,2.685408,0,6.074059
D604223,134,ICDKA134MME7,,,,,,,,,,,,,,,,,,D6042230,PXMG,04/28/2026 4:11:34 PM,BPD432,8M6CL,8M6CL,06/09/2026 10:34:52 AM,8M6CL,D1D,1,7972947,0.716996,0,0,0.371204,0,0,0,0,0,0,0,0,0,0,6.563928,0.425305,8.077434
D604223,139,ICDKA139MME0,,,,,,,,,,,,,,,,,,D6042230,PXMG,04/28/2026 4:11:34 PM,BPD432,8M6CL,8M6CL,06/09/2026 3:06:30 AM,8M6CL,D1D,2,7972901,0,0,0,0.733232,3.229031,3.399988,0,0,0,0,0,0,1.959035,0.85425,2.298608,0,12.47414
D604208,5,5DXBQ005MVE4,,,,,,,,,,,,,,,,,,D6042080,PNCB,04/28/2026 7:33:15 PM,BPD442,8M6CL,8M6CL,07/07/2026 12:51:07 PM,8M6CL,D1D,1,7970300,0,0,0,0.611671,0,2.075908,0,0,0,0,0,0,0,1.381305,0,0,4.068886
D604208,11,5DXBQ011MVG6,,,,,,,,,,,,,,,,,,D6042080,PNCB,04/28/2026 7:33:15 PM,BPD442,8M6CL,8M6CL,07/07/2026 1:39:27 PM,8M6CL,D1D,2,7970365,0,0,0,0.628442,0,0,0,0,0,0,0,0,1.950833,3.382525,0.644141,0,5.272449
D605318,426,GS8QK426JKH0,,,,,,,,,,,,,,,,,,D6053180,PXMG,04/29/2026 9:54:01 AM,BPD450,8M6CL,8M6CL,07/20/2026 12:43:21 PM,8M6CL,D1D,1,8008084,0,1.318541,0,0.44162,0,0,2.290135,0,0,0,0,0,1.75921,0,1.212125,0.412274,7.024888
D605318,428,GS8QK428JKA6,,,,,,,,,,,,,,,,,,D6053180,PXMG,04/29/2026 9:54:01 AM,BPD450,8M6CL,8M6CL,07/20/2026 12:21:34 PM,8M6CL,D1D,2,8007985,0,0,0,0.162916,0,1.350147,0,0,0,0,0,0,1.719437,0,4.752305,0,7.984803
D604221,107,IEFQD107MMF3,,,,,,,,,,,,,,,,,,D6042210,PXMG,04/27/2026 7:17:06 PM,BPD458,8M6CL,8M6CL,07/13/2026 3:20:56 PM,8M6CL,D1D,1,7972878,0,0,0,2.718907,7.652189,0,0,0,0,0,0,0,0,0,0,0,10.3711
D604221,110,IEFQD110MMC2,,,,,,,,,,,,,,,,,,D6042210,PXMG,04/27/2026 7:17:06 PM,BPD458,8M6CL,8M6CL,07/12/2026 5:07:52 AM,8M6CL,D1D,2,7972873,0,0,0,0.945498,0,2.498991,0,0,0,0,0,0,2.574712,1.985478,1.443374,0,9.448055
D604240,209,KJA6F209WFB0,,,,,,,,,,,,,,,,,,D6042400,PXMG,04/26/2026 3:02:02 PM,BPD454,8M6CL,8M6CL,06/10/2026 5:37:30 AM,8M6CL,D1D,1,7977305,0,0,0,0.21875,0,0,2.137089,0,0,1.266289,0,0,0,2.281164,5.676103,0,11.5794
D604240,297,KJA6F297WFD4,,,,,,,,,,,,,,,,,,D6042400,PXMG,04/26/2026 3:02:02 PM,BPD454,8M6CL,8M6CL,06/10/2026 7:46:10 AM,8M6CL,D1D,2,7977347,1.257371,0,0,0.152353,0,0.605948,0,0,0,0,0,0,2.660862,0,3.479705,0,8.129774
D605329,6,KJ9PL006WFD5,,,,,,,,,,,,,,,,,,D6053290,PXMG,04/26/2026 11:21:44 PM,BPD454,8M6CL,8M6CL,08/09/2026 4:14:06 AM,8M6CL,D1D,1,8010060,0,0,0,0.442136,1.589523,0,0,0,0,0,0,0,5.759647,8.884414,2.474806,0,18.09279
D605329,21,KJ9PL021WFG1,,,,,,,,,,,,,,,,,,D6053290,PXMG,04/26/2026 11:21:44 PM,BPD454,8M6CL,8M6CL,08/09/2026 4:55:37 PM,8M6CL,D1D,2,8010035,0,0,0,0.867497,0,0,0,0,0,0,0,0,1.244065,0,2.13585,0,4.247413
D605316,504,GT9LN504JKG3,,,,,,,,,,,,,,,,,,D6053160,PXMG,05/02/2026 2:42:37 PM,BPD454,8M6CL,8M6CL,08/10/2026 6:04:43 AM,8M6CL,D1D,1,8004945,0,0,0,0.562766,0,0,0,0,0,0,1.311915,0,1.345145,1.946459,1.583647,0,6.749932
D605316,505,GT9LN505JKD2,,,,,,,,,,,,,,,,,,D6053160,PXMG,05/02/2026 2:42:37 PM,BPD454,8M6CL,8M6CL,08/09/2026 9:19:45 PM,8M6CL,D1D,2,8005015,11.07506,3.186763,0,0.389792,0.964863,0.771362,0,0,0,0,0,0,4.84261,4.22335,0.639953,3.250835,28.81563
D604226,35,ICDKA035MMC5,,,,,,,,,,,,,,,,,,D6042260,PXMG,05/02/2026 1:36:52 PM,BPD454,8M6CL,8M6CL,07/06/2026 2:16:48 AM,8M6CL,D1D,1,7974720,0,0,0,0.071086,0,0,0,2.154106,0,0,0,0,2.483038,0,3.110314,0,7.818545
D604226,39,ICDKA039MME7,,,,,,,,,,,,,,,,,,D6042260,PXMG,05/02/2026 1:36:52 PM,BPD454,8M6CL,8M6CL,07/04/2026 12:19:07 PM,8M6CL,D1D,2,7974784,0,0,0,1.228075,1.994121,0,0,0,0,0,0,0,3.389213,0,1.703898,0,8.31531
D604218,5,KJA6K005WFC3,,,,,,,,,,,,,,,,,,D6042180,PXMG,05/02/2026 4:50:38 PM,BPD442,8M6CL,8M6CL,07/20/2026 12:52:02 PM,8M6CL,D1D,1,7968398,0,0,0,0.02614,0,0,0,0,0,0,0,0,3.562655,2.105236,5.270797,0,10.96483
D604218,24,KJA6K024WFH1,,,,,,,,,,,,,,,,,,D6042180,PXMG,05/02/2026 4:50:38 PM,BPD442,8M6CL,8M6CL,07/22/2026 4:48:22 PM,8M6CL,D1D,2,7968382,0,0,0,0.090007,5.538251,0,0,0,0,0,0,0,4.275039,1.76031,2.204615,0,13.86822
D605320,540,GS8QK540JKE3,,,,,,,,,,,,,,,,,,D6053200,PXMG,05/02/2026 2:25:36 PM,BPD450,8M6CL,8M6CL,07/15/2026 10:43:07 PM,8M6CL,D1D,1,8007920,0,0,0,0.14092,0,1.194403,0,0,0,0,0,0,0,0,0,0,1.335323
D605320,541,GS8QK541JKB2,,,,,,,,,,,,,,,,,,D6053200,PXMG,05/02/2026 2:25:36 PM,BPD450,8M6CL,8M6CL,07/14/2026 12:26:46 PM,8M6CL,D1D,2,8008019,0,0,0,0.543841,0,1.416094,0,0,0,0,0,0,1.125736,0,0.673113,0,3.758784
D605317,436,KJA6E436WFH0,,,,,,,,,,,,,,,,,,D6053170,PXMG,05/01/2026 5:21:03 AM,BPD450,8M6CL,8M6CL,07/23/2026 3:36:42 PM,8M6CL,D1D,1,8008042,0,0,0,1.350308,1.467538,0,0,0,0,0,0,0,3.997078,0,3.049191,0,9.864115
D605317,501,KJA6E501WFA7,,,,,,,,,,,,,,,,,,D6053170,PXMG,05/01/2026 5:21:03 AM,BPD450,8M6CL,8M6CL,07/23/2026 3:07:39 AM,8M6CL,D1D,2,8008070,0,0,0,1.264288,0,2.20526,0,0,0,0,0,0,0.748337,0,0,0,4.217887
D605317,531,KJA6E531WFH0,,,,,,,,,,,,,,,,,,D6053170,PXMG,05/01/2026 5:21:03 AM,BPD450,8M6CL,8M6CL,07/23/2026 3:48:00 PM,8M6CL,D1D,3,8008131,1.185967,0,0,1.253509,0,0,0,0,0,0,0,0,3.506734,0,3.965641,0,9.911851
D603187,597,GS7FG597JKF4,,,,,,,,,,,,,,,,,,D6031870,PXMG,04/30/2026 7:50:07 AM,BPD458,8M6CL,8M6CL,05/06/2026 1:04:36 PM,8M6CL,D1D,1,7937599,0,0,0,0.70172,0,0,0,0,0,0,0,0,0,0,2.254186,0,2.955906
D603187,599,GS7FG599JKG5,,,,,,,,,,,,,,,,,,D6031870,PXMG,04/30/2026 7:50:07 AM,BPD458,8M6CL,8M6CL,07/03/2026 12:37:46 AM,8M6CL,D1D,2,7937515,0,0,0,0.524236,5.403843,1.637804,0,0,0,0,1.222033,0,0,0,5.920256,0,14.70817
D603187,602,GS7FG602JKB7,,,,,,,,,,,,,,,,,,D6031870,PXMG,04/30/2026 7:50:07 AM,BPD458,8M6CL,8M6CL,05/06/2026 1:02:19 PM,8M6CL,D1D,3,7937634,0,0,0,0.803338,0,0,0,0,0,0,0,0,0,0,0,0,0.803338
D603187,603,GS7FG603JKG1,,,,,,,,,,,,,,,,,,D6031870,PXMG,04/30/2026 7:50:07 AM,BPD458,8M6CL,8M6CL,07/04/2026 6:14:28 AM,8M6CL,D1D,4,7937705,0.498891,0,0,1.601802,2.977395,0,0,0,0,0,0,0,1.088599,5.585219,1.97867,0.437202,14.06399
D605323,879,GS7PC879JKB3,,,,,,,,,,,,,,,,,,D6053230,PXMG,04/29/2026 6:26:53 PM,BPD436,8M6CL,8M6CL,07/03/2026 5:06:28 PM,8M6CL,D1D,1,8010057,0,0,0,0.10377,4.314662,1.232446,0,0,0,0,2.09224,0,0,2.41437,1.423679,0,10.47474
D605323,880,GS7PC880JKE4,,,,,,,,,,,,,,,,,,D6053230,PXMG,04/29/2026 6:26:53 PM,BPD436,8M6CL,8M6CL,07/06/2026 1:39:11 PM,8M6CL,D1D,2,8010038,0,0,0,0.181488,1.393826,0,0,0,0,0,0,0,1.719437,4.584595,1.379734,0,9.25908
D605323,881,GS7PC881JKB3,,,,,,,,,,,,,,,,,,D6053230,PXMG,04/29/2026 6:26:53 PM,BPD436,8M6CL,8M6CL,07/04/2026 12:23:15 PM,8M6CL,D1D,3,8010190,0,0,0,0.200496,0,0,0,0,0,0,0,0,0,5.381796,2.437221,0,8.019512
D605323,882,GS7PC882JKF5,,,,,,,,,,,,,,,,,,D6053230,PXMG,04/29/2026 6:26:53 PM,BPD436,8M6CL,8M6CL,07/06/2026 1:20:44 AM,8M6CL,D1D,4,8010065,0,0,0,0.1086,1.59314,1.3652,0,0,0,0,0,0,0,0,2.858527,0,5.925469
D603157,459,GT8RS459JKC5,,,,,,,,,,,,,,,,,,D6031570,PXMG,04/28/2026 6:42:48 AM,BPD454,8M6CL,8M6CL,06/09/2026 10:00:44 PM,8M6CL,D1D,1,7944915,0,0,0,0.405006,0,0,0,0,0,0,0,0,0,0,0,0,0.405006
D603157,460,GT8RS460JKF6,,,,,,,,,,,,,,,,,,D6031570,PXMG,04/28/2026 6:42:48 AM,BPD454,8M6CL,8M6CL,06/09/2026 10:37:01 PM,8M6CL,D1D,2,7944819,0,0,0,1.090804,3.169885,0,0,0,0,0,0,0,0,1.225572,0,2.777318,8.263577
D604237,704,GT8RS704JKA4,,,,,,,,,,,,,,,,,,D6042370,PXMG,05/05/2026 3:46:01 AM,BPD450,8M6CL,8M6CL,07/11/2026 2:09:14 PM,8M6CL,D1D,1,7977483,0,0,0,0.346962,0,0,0,0,0,0,0,0,0,0,0,0,0.346962
D604237,705,GT8RS705JKE6,,,,,,,,,,,,,,,,,,D6042370,PXMG,05/05/2026 3:46:01 AM,BPD450,8M6CL,8M6CL,08/09/2026 3:53:02 AM,8M6CL,D1D,2,7977367,0,0,0,0.183099,0,1.895398,0,0,0,0,0,0,10.49631,0,8.506351,0,21.08116
D604237,707,GT8RS707JKF7,,,,,,,,,,,,,,,,,,D6042370,PXMG,05/05/2026 3:46:01 AM,BPD450,8M6CL,8M6CL,08/09/2026 2:07:27 PM,8M6CL,D1D,3,7977289,0.68199,0,0,0.337809,1.406201,0,0,0,0,0,0,0,0,0,0,0.539388,2.965388
D604237,709,GT8RS709JKH0,,,,,,,,,,,,,,,,,,D6042370,PXMG,05/05/2026 3:46:01 AM,BPD450,8M6CL,8M6CL,07/11/2026 1:16:45 PM,8M6CL,D1D,4,7977344,0,0,0,0,0,0,0,0,0,0,0,0,0,1.940454,0,0.752849,2.693303
D605306,756,5DXBP756MVC5,,,,,,,,,,,,,,,,,,D6053060,PNCB,05/04/2026 1:49:47 PM,BPD432,8M6CL,8M6CL,07/04/2026 4:37:44 PM,8M6CL,D1D,1,8024505,0,0,0,0.778183,1.41425,0,0,0,0,0,0,0,0,1.626778,0,0,3.819214
D605306,759,5DXBP759MVA5,,,,,,,,,,,,,,,,,,D6053060,PNCB,05/04/2026 1:49:47 PM,BPD432,8M6CL,8M6CL,07/06/2026 4:32:07 AM,8M6CL,D1D,2,8024438,0,0,0,0.211883,0,0.685944,0,0,0,0,0,0,0,0,0,0.535914,1.43374
D605306,761,5DXBP761MVA5,,,,,,,,,,,,,,,,,,D6053060,PNCB,05/04/2026 1:49:47 PM,BPD432,8M6CL,8M6CL,07/06/2026 2:30:38 AM,8M6CL,D1D,3,8024611,0,0,0,0.024613,2.53339,0,0,0,0,0,0,0,0,0,1.383017,0,3.94102
D605306,784,5DXBP784MVA2,,,,,,,,,,,,,,,,,,D6053060,PNCB,05/04/2026 1:49:47 PM,BPD432,8M6CL,8M6CL,07/04/2026 5:26:45 PM,8M6CL,D1D,4,8024441,0,0,0,0.19851,0,0,0,0,0,0,0,0,2.919248,1.980542,0,0,5.098299
D605331,201,GT9ZQ201JKC4,,,,,,,,,,,,,,,,,,D6053310,PXMG,05/03/2026 6:28:04 PM,BPD444,8M6CL,8M6CL,07/04/2026 5:52:37 AM,8M6CL,D1D,1,8013072,0,0,0,0.483832,0,0,0,0,0,0,0,0,1.734702,0,0.572777,0,2.79131
D605331,202,GT9ZQ202JKG6,,,,,,,,,,,,,,,,,,D6053310,PXMG,05/03/2026 6:28:04 PM,BPD444,8M6CL,8M6CL,07/07/2026 9:21:02 AM,8M6CL,D1D,2,8013100,0,0,0,0.438987,0,0,0,0,0,0,0,0,0,0,0,0,0.438987
D604232,27,A29ZA027SLD4,,,,,,,,,,,,,,,,,,D6042320,PXMG,05/08/2026 11:06:58 PM,BPD442,8M6CL,8M6CL,07/11/2026 3:24:59 PM,8M6CL,D1D,1,7975390,0.751398,0,0,0.470157,3.115906,2.990427,0,0,0,0,0,0,2.966663,1.956049,1.918363,0,14.15683
D604232,28,A29ZA028SLA3,,,,,,,,,,,,,,,,,,D6042320,PXMG,05/08/2026 11:06:58 PM,BPD442,8M6CL,8M6CL,07/11/2026 5:51:13 PM,8M6CL,D1D,2,7975257,0,0,0,0,0,0,0,0,0,0,0,0,5.118792,0,0,0,5.118792
D604238,29,A29WC029SLD6,,,,,,,,,,,,,,,,,,D6042380AP,PXMG,05/09/2026 10:11:57 AM,BPD450,8M6CL,8M6CL,07/19/2026 5:53:08 AM,8M6CL,D1D,1,8571163,0.82934,0,0,1.228924,0,2.470254,0,0,0,0,0,0,0,1.644917,3.293913,0,9.299865
D604238,115,A29JN115SLF4,,,,,,,,,,,,,,,,,,D6042380AP,PXMG,05/09/2026 10:11:57 AM,BPD450,8M6CL,8M6CL,07/18/2026 3:45:05 AM,8M6CL,D1D,2,8571152,0,0,0,0.68054,2.834974,0,0,2.154106,0,0,0,0,4.765082,0,0,0,10.4347
D604238,157,A29WC157SLA4,,,,,,,,,,,,,,,,,,D6042380AP,PXMG,05/09/2026 10:11:57 AM,BPD450,8M6CL,8M6CL,07/19/2026 7:13:44 PM,8M6CL,D1D,3,8572571,0,0,0,0.570435,0,0,0,0,0,0,0,0,0,0,0,0.676708,1.247141
D604238,164,A29WC164SLH0,,,,,,,,,,,,,,,,,,D6042380AP,PXMG,05/09/2026 10:11:57 AM,BPD450,8M6CL,8M6CL,07/19/2026 5:43:03 AM,8M6CL,D1D,4,8572639,0,0,0,0.371301,0,1.000066,0,0,0,0,0,0,1.627198,0,0,0,2.998565
D604238,27,A29WC027SLC5,,,,,,,,,,,,,,,,,,D6042380,PXMG,05/09/2026 3:03:05 PM,BPD454,8M6CL,8M6CL,07/18/2026 3:50:48 AM,8M6CL,D1D,1,7977580,0,0,0,0.224583,0,0,0,0,0,0,0,0,1.843433,0.68957,4.975245,0,7.549475
D604238,31,A29WC031SLD6,,,,,,,,,,,,,,,,,,D6042380,PXMG,05/09/2026 3:03:05 PM,BPD454,8M6CL,8M6CL,07/19/2026 6:32:39 AM,8M6CL,D1D,2,7977507,0,0,0,0,0,0,0,0,0,0,0,0,2.090948,0,0,0,2.090948
D605312,712,GT9LM712JKA2,,,,,,,,,,,,,,,,,,D6053120,PXMG,05/09/2026 9:17:28 PM,BPD448,8M6CL,8M6CL,07/06/2026 6:43:13 PM,8M6CL,D1D,1,8004998,7.987687,0,0,0.217243,0,0,0,0,0,0,0,0.958826,33.01464,2.983736,28.85471,2.56211,73.59883
D605312,713,GT9LM713JKE4,,,,,,,,,,,,,,,,,,D6053120,PXMG,05/09/2026 9:17:28 PM,BPD448,8M6CL,8M6CL,07/06/2026 7:08:32 PM,8M6CL,D1D,2,8005064,0,0,0,0.299093,0,0,0,0,0,0,2.009348,1.060566,2.662271,2.531013,3.079616,0.578324,12.22023
D605312,714,GT9LM714JKB3,,,,,,,,,,,,,,,,,,D6053120,PXMG,05/11/2026 9:26:01 PM,BPD432,8M6CL,8M6CL,07/06/2026 7:36:47 PM,8M6CL,D1D,3,8005017,0,0,0,0.160141,0,0,0,0,0,0,0,0,1.159521,0,3.639283,0,4.958944
D605312,715,GT9LM715JKF5,,,,,,,,,,,,,,,,,,D6053120,PXMG,05/11/2026 9:26:01 PM,BPD432,8M6CL,8M6CL,07/06/2026 7:46:50 PM,8M6CL,D1D,4,8005070,1.438534,0,0,0.577051,0,1.477357,0,0,0,0,0,0,3.044244,0.782518,4.259088,0.661298,12.16991
D605312,716,GT9LM716JKC4,,,,,,,,,,,,,,,,,,D6053120,PXMG,05/11/2026 9:26:01 PM,BPD432,8M6CL,8M6CL,07/06/2026 7:43:03 PM,8M6CL,D1D,5,8005088,0.461,0,0,0.356495,0,0,0,0,0,0,0,0,6.938761,1.459911,15.665,0.403998,24.8786
D605312,721,GT9LM721JKA4,,,,,,,,,,,,,,,,,,D6053120,PXMG,05/09/2026 9:17:28 PM,BPD448,8M6CL,8M6CL,07/05/2026 10:17:44 PM,8M6CL,D1D,6,8004973,0,1.156413,0,0.354182,0,0,0,0,0,0,0,4.688171,2.985986,0.707798,4.765724,1.922019,13.37713
D604228,6,IEFPA006MMF2,,,,,,,,,,,,,,,,,,D6042280,PXMG,05/08/2026 3:03:22 PM,BPD450,8M6CL,8M6CL,07/11/2026 2:18:22 PM,8M6CL,D1D,1,7975333,0,0,0,0.111028,1.393826,0,0,0,0,0,0,0,0,2.852988,1.725842,0.726165,6.809849
D604228,9,IEFPA009MMD2,,,,,,,,,,,,,,,,,,D6042280,PXMG,05/08/2026 3:03:22 PM,BPD450,8M6CL,8M6CL,07/11/2026 2:47:59 PM,8M6CL,D1D,2,7975214,0,0,0,1.285011,1.344074,0,0,0,0,0,0,0.322537,3.720237,0,0,0.861029,7.02525
D604235,40,HCHFA040MMF7,,,,,,,,,,,,,,,,,,D6042350,PXMG,05/07/2026 6:20:05 AM,BPD442,8M6CL,8M6CL,07/19/2026 3:19:04 AM,8M6CL,D1D,1,7977097,0,0,0,0.203275,1.866901,0.916577,0,0,0,0,0,0,0,0,1.379734,0,4.366485
D604235,41,HCHFA041MMC6,,,,,,,,,,,,,,,,,,D6042350,PXMG,05/07/2026 6:20:05 AM,BPD442,8M6CL,8M6CL,07/19/2026 3:47:01 AM,8M6CL,D1D,2,7977316,0,0,0,0.791272,3.841317,1.97733,0,1.776061,0,0,1.279849,0,0,0,1.391984,0.539388,11.5972
D605324,15,A28JU015SLH1,,,,,,,,,,,,,,,,,,D6053240,PXMG,05/07/2026 1:11:59 PM,BPD450,8M6CL,8M6CL,05/08/2026 8:09:32 AM,8M6CL,D1D,1,8010198,0,0,0,0.283933,2.287786,0,0,0,0,0,0,0,0,1.39026,0.572777,0.404541,4.939295
D605324,19,A28JU019SLC0,,,,,,,,,,,,,,,,,,D6053240,PXMG,05/07/2026 1:11:59 PM,BPD450,8M6CL,8M6CL,05/08/2026 8:09:05 AM,8M6CL,D1D,2,8010199,0,0,0,0.439052,2.069933,0,0,0,0,0,0,0,0,1.450392,0.597551,0,4.556928
D604224,21,KJA6K021WFB6,,,,,,,,,,,,,,,,,,D6042240,PXMG,05/07/2026 2:40:16 AM,BPD442,8M6CL,8M6CL,07/14/2026 10:53:36 AM,8M6CL,D1D,1,7972582,0.934708,0,0,0.675944,1.875158,1.430551,0,0,0,0,0,0,0,0,0.679985,0.640347,6.236692
D604224,37,KJA6K037WFC2,,,,,,,,,,,,,,,,,,D6042240,PXMG,05/07/2026 2:40:16 AM,BPD442,8M6CL,8M6CL,07/14/2026 11:26:26 AM,8M6CL,D1D,2,7972641,0,0,0,0.25672,0,0,0,0,0,0,0,0,3.230565,0,1.811046,0,5.298331
D604E6B,34,A28E5034SLH0,,,,,,,,,,,,,,,,,,D604E6B0,X78E,05/07/2026 7:15:03 PM,BPD450,8M6CL,8M6CL,06/07/2026 9:04:42 AM,8M6CL,D1D,1,7995609,0.506251,0,0,0.206664,0.943784,1.888584,0,0,0,0,0,0,3.372383,1.049401,0.700648,0,8.667716
D604E6B,38,A28E5038SLB7,,,,,,,,,,,,,,,,,,D604E6B0,X78E,05/07/2026 7:15:03 PM,BPD450,8M6CL,8M6CL,06/07/2026 10:33:18 AM,8M6CL,D1D,2,7995494,0,0,0,0.90348,0,0,0,0,0,0,0,0,0,1.507233,0,0,2.052773
D604239,50,A29UH050SLE3,,,,,,,,,,,,,,,,,,D6042390,PXMG,05/29/2026 6:16:37 AM,BPD446,8M6CL,8M6CL,08/12/2026 1:02:51 AM,8M6CL,D1D,1,7977451,0,0,0,0.03533,4.631077,0,0,0,0,0,0,0,6.314436,0,1.633832,0,12.61468
D604239,90,A28WK090SLF4,,,,,,,,,,,,,,,,,,D6042390,PXMG,05/29/2026 6:16:37 AM,BPD446,8M6CL,8M6CL,08/10/2026 1:52:44 AM,8M6CL,D1D,2,7977322,0,0,0,0.181488,0,0,0,0,0,0,0,0,0,0,0.604675,0,0.786162
D603E3K,38,A29PB038SLE6,,,,,,,,,,,,,,,,,,D603E3K0,X78E,06/25/2026 9:29:00 PM,BPD446,8M6CL,8M6CL,08/16/2026 12:39:34 PM,8M6CL,D1D,1,7961509,0,0,0,1.029952,1.01555,0,0,0,0,0,0,0,0,0,0,0.5225,2.568002
D603E3K,40,A29PB040SLE6,,,,,,,,,,,,,,,,,,D603E3K0,X78E,06/25/2026 9:29:00 PM,BPD446,8M6CL,8M6CL,06/26/2026 6:42:16 AM,8M6CL,D1D,2,7961455,0,0,0,0.590542,0,0,0,0,0,0,0,0,0,0,0.507775,0,1.098317
D603E3J,228,GT4TS228JKH2,,,,,,,,,,,,,,,,,,D603E3J0,X78E,07/01/2026 11:51:51 PM,BPD446,8M6CL,8M6CL,08/10/2026 6:31:02 AM,8M6CL,D1D,1,7961628,0,0,0,1.522421,0,0,0,0,0,0,0,0,0,0,0.668323,0,2.190744
D603E3J,229,GT4TS229JKE1,,,,,,,,,,,,,,,,,,D603E3J0,X78E,07/01/2026 11:51:51 PM,BPD446,8M6CL,8M6CL,08/12/2026 1:29:56 AM,8M6CL,D1D,2,7961431,0,0,0,0.861304,0,0,0,0,0,0,0,0,0,0,0.509346,0,1.37065
D607548,42,KJA9R042WFE4,,,,,,,,,,,,,,,,,,D6075480,PXMG,04/28/2026 9:14:33 PM,BPD454,8M6CL,8M6CL,06/21/2026 11:40:29 AM,8M6CL,D1D,1,8085655,0,0,0,0,0,1.570565,0,0,0,0,0,0,0,0.831889,0.795109,4.819222,7.711241
D607548,50,KJA9R050WFA4,,,,,,,,,,,,,,,,,,D6075480,PXMG,04/28/2026 9:14:33 PM,BPD454,8M6CL,8M6CL,06/21/2026 7:44:10 AM,8M6CL,D1D,2,8085707,0,0,0,0.790031,0,1.268497,0,0,0,1.328901,0.939895,0,0,0,0,3.821437,8.07531
D607548,57,KJA9R057WFA6,,,,,,,,,,,,,,,,,,D6075480,PXMG,04/28/2026 9:14:33 PM,BPD454,8M6CL,8M6CL,06/22/2026 4:32:36 PM,8M6CL,D1D,3,8085577,0,0,0,0.184139,1.261596,0,0,0,0,1.184759,0,0,2.161624,0,2.818997,0.672135,8.283252
D607548,74,KJA9R074WFE3,,,,,,,,,,,,,,,,,,D6075480,PXMG,04/28/2026 9:14:33 PM,BPD454,8M6CL,8M6CL,06/21/2026 1:13:24 PM,8M6CL,D1D,4,8085731,0,0,0,1.065617,1.964082,1.194403,0,0,0,0,0,0,0,1.603284,0,2.940529,8.767916
D605333,176,GT9ZQ176JKE4,,,,,,,,,,,,,,,,,,D6053330,PXMG,05/02/2026 9:52:12 AM,BPD450,8M6CL,8M6CL,08/09/2026 8:48:29 PM,8M6CL,D1D,1,8013113,0.486962,0,0,0.248976,0,0,0,0,0,0,2.122623,0,1.924191,0,2.17938,0,6.907167
